,Date,Home,HomeP,Away,AwayP,HomeD,AwayD,HCAP
81,01-11-2025 17:00,Charlotte Hornets,105,Minnesota Timberwolves,122,"[['LaMelo Ball', 33, '18', '7', '8'], ['Collin Sexton', 20, '9', '2', '2'], ['Miles Bridges', 37, '30', '8', '4'], ['Knueppel K.', 31, '5', '8', '2'], ['Kalkbrenner R.', 29, '6', '6', '0'], ['James S.', 27, '8', '2', '0'], ['Tre Mann', 23, '16', '1', '5'], ['Moussa Diabate', 19, '11', '9', '1'], ['Salaun T.', 11, '2', '1', '1'], ['McNeeley L.', 10, '0', '1', '0']]","[['DiVincenzo', 31, '18', '3', '4'], ['Conley M.', 29, '10', '3', '6'], ['McDaniels J.', 32, '14', '4', '6'], ['Randle', 32, '30', '7', '4'], ['Gobert R.', 35, '14', '15', '5'], ['Reid N.', 22, '18', '3', '1'], ['Clark J.', 19, '6', '1', '0'], ['Dillingham R.', 16, '4', '0', '4'], ['Shannon Jr. T.', 12, '2', '1', '0'], ['Hyland B.', 10, '3', '1', '1'], ['Beringer', 1, '0', '0', '0'], ['Johnny Juzang', 1, '3', '0', '0']]",-4.5
82,01-11-2025 18:00,Indiana Pacers,114,Golden State Warriors,109,"[['Jackson Q.', 31, '25', '6', '10'], ['Walker J.', 30, '6', '9', '5'], ['Siakam P.', 38, '27', '5', '3'], ['Nesmith A.', 35, '31', '6', '1'], ['Jackson I.', 21, '10', '8', '1'], ['Furphy J.', 23, '5', '3', '0'], ['Bradley', 18, '5', '6', '0'], ['Dennis R.', 17, '2', '0', '2'], ['Sheppard B.', 13, '3', '3', '2'], ['Jeremiah Robinson-Earl', 6, '0', '1', '0'], ['Peter T.', 5, '0', '0', '0'], ['Huff J.', 3, '0', '0', '0']]","[['Podziemski B.', 35, '16', '4', '3'], ['Curry S.', 29, '24', '0', '2'], ['Butler J.', 34, '20', '6', '7'], ['Kuminga J.', 32, '17', '5', '2'], ['Green D.', 30, '8', '10', '1'], ['Moody M.', 16, '3', '2', '3'], ['Hield B.', 15, '3', '1', '4'], ['Horford A.', 15, '4', '6', '1'], ['Q·Post', 13, '9', '3', '0'], ['Santos G.', 11, '5', '4', '1'], ['Payton G.', 9, '0', '3', '1']]",-10.5
83,01-11-2025 18:00,Washington Wizards,94,Orlando Magic,125,"[['Coulibaly B.', 27, '10', '2', '4'], ['C.J. McCollum', 22, '13', '5', '1'], ['George K.', 24, '17', '3', '1'], ['Khris Middleton', 20, '6', '3', '2'], ['Sarr A.', 28, '10', '8', '2'], ['Johnson T.', 25, '7', '3', '0'], ['Carrington C.', 22, '7', '4', '5'], ['Whitmore C.', 16, '8', '2', '0'], ['Corey Kispert', 15, '2', '0', '0'], ['Bagley M.', 15, '8', '3', '3'], ['Riley W.', 6, '2', '2', '1'], ['Johnson A.', 6, '2', '1', '0'], ['Justin Champagnie', 5, '2', '3', '0'], ['Vukcevic T.', 5, '0', '0', '0'], ['Anthony Gill', 4, '0', '1', '0']]","[['Bane D.', 20, '5', '0', '5'], ['Suggs J.', 19, '6', '2', '5'], ['Wagner F.', 31, '25', '6', '6'], ['Banchero P.', 26, '28', '11', '4'], ['Carter W.', 28, '16', '12', '0'], ['Black A.', 25, '8', '2', '5'], ['da Silva T.', 22, '2', '2', '1'], ['Bitadze G.', 20, '15', '6', '0'], ['Isaac J.', 16, '8', '6', '0'], ['Tyus Jones', 15, '6', '2', '1'], ['Penda N.', 7, '3', '2', '3'], ['Richardson J.', 6, '0', '1', '0'], ['Howard J.', 6, '3', '1', '2']]",-9.5
84,01-11-2025 19:00,Boston Celtics,101,Houston Rockets,128,"[['Pritchard P.', 26, '14', '1', '4'], ['White D.', 19, '5', '2', '2'], ['Brown J.', 22, '12', '2', '5'], ['Minott J.', 19, '10', '6', '3'], ['Queta N.', 15, '9', '4', '1'], ['Scheierman B.', 23, '17', '5', '1'], ['Walsh J.', 19, '10', '4', '1'], ['Gonzalez H.', 17, '7', '1', '1'], ['Hauser S.', 17, '6', '2', '2'], ['Anfernee Simons', 17, '3', '1', '0'], ['Garza L.', 15, '0', '4', '0'], ['Chris Boucher', 13, '4', '0', '0'], ['Harper R.', 10, '2', '3', '3'], ['Williams A.', 6, '2', '1', '1'], ['Tillman X.', 2, '0', '0', '0']]","[['Thompson A.', 32, '17', '9', '8'], ['Okogie J.', 21, '12', '0', '2'], ['Kevin Durant', 30, '26', '4', '1'], ['Smith Jr. J.', 26, '12', '6', '0'], ['Sengun A.', 31, '16', '10', '9'], ['Eason T.', 20, '12', '6', '0'], ['Clint Capela', 18, '4', '10', '1'], ['Sheppard R.', 17, '12', '0', '3'], ['S.Adams', 14, '4', '5', '3'], ['JD Davison', 8, '5', '0', '1'], ['Tate J.', 8, '0', '1', '0'], ['Holiday A.', 8, '2', '2', '2'], ['Green J.', 8, '6', '0', '0']]",-4.5
85,01-11-2025 22:00,Detroit Pistons,122,Dallas Mavericks,110,"[['Cunningham C.', 37, '21', '6', '18'], ['Robinson D.', 34, '18', '6', '1'], ['Harris T.', 36, '11', '6', '1'], ['Thompson A.', 28, '15', '7', '1'], ['Duren J.', 29, '33', '10', '2'], ['Stewart I.', 25, '10', '4', '1'], ['Holland R.', 18, '2', '5', '2'], ['Caris LeVert', 18, '5', '1', '2'], ['Green', 14, '7', '2', '1'], ['Lanier C.', 1, '0', '0', '0']]","[['Flagg C.', 34, '16', '8', '4'], ['Max Christie', 33, '13', '6', '5'], ['Paul Washington Jr.', 36, '6', '5', '5'], ['Klay Thompson', 20, '11', '3', '1'], ['Daniel Gafford', 17, '7', '4', '3'], [""D'Angelo Russell"", 30, '31', '7', '3'], ['Naji Marshall', 23, '7', '2', '0'], ['Dwight Powell', 19, '5', '6', '1'], ['Brandon Williams', 17, '12', '0', '0'], ['Caleb Martin', 12, '2', '2', '1']]",7.5
86,02-11-2025 15:30,Oklahoma City Thunder,137,New Orleans Pelicans,106,"[['Shai Gilgeous-Alexander', 30, '30', '2', '7'], ['Cason Wallace', 26, '13', '0', '1'], ['Aaron Wiggins', 26, '15', '1', '1'], ['Jaylin Williams', 23, '12', '3', '4'], ['Isaiah Hartenstein', 26, '14', '14', '8'], ['Mitchell A.', 30, '10', '5', '8'], ['Isaiah Joe', 27, '13', '5', '1'], ['Carlson B.', 20, '11', '5', '1'], ['Alex Caruso', 12, '8', '2', '0'], ['Youngblood C.', 7, '6', '1', '0'], ['Barnhizer B.', 7, '2', '3', '1'], ['Ousmane Dieng', 6, '3', '1', '1']]","[['Fears J.', 26, '16', '4', '4'], ['Jones H.', 24, '12', '1', '3'], ['Murphy T.', 32, '19', '5', '2'], ['Williamson Z.', 28, '20', '9', '6'], ['Missi Y.', 22, '7', '6', '0'], ['Poole J.', 24, '11', '1', '3'], ['Bey S.', 19, '2', '2', '0'], ['Alvarado J.', 18, '3', '2', '2'], ['Looney K.', 16, '3', '3', '2'], ['Peavy M.', 7, '3', '1', '2'], ['Queen D.', 7, '4', '2', '0'], ['Hawkins J.', 7, '0', '0', '0'], ['Matkovic K.', 7, '4', '2', '0'], ['McGowens B.', 3, '2', '0', '2']]",12.5
87,02-11-2025 18:00,Brooklyn Nets,105,Philadelphia 76ers,129,"[['Cameron Thomas', 35, '29', '1', '1'], ['Tyrese Martin', 27, '0', '2', '4'], ['Terance Mann', 34, '17', '5', '4'], ['Porter M.', 31, '17', '17', '2'], ['Nicolas Claxton', 34, '19', '7', '5'], ['Ziaire Williams', 20, '13', '5', '0'], ['Noah Clowney', 15, '0', '5', '2'], ['Demin E.', 15, '5', '0', '2'], ['Jalen Wilson', 14, '2', '0', '0'], [""Day'Ron Sharpe"", 10, '1', '2', '0'], ['Powell D.', 4, '2', '0', '1']]","[['Tyrese Maxey', 39, '26', '6', '7'], ['VJ Edgecombe', 33, '16', '2', '3'], ['Kelly Oubre Jr', 33, '29', '3', '0'], ['Jabari Walker', 18, '2', '4', '0'], ['Bona Adem', 14, '2', '3', '0'], ['Quentin Grimes', 32, '22', '6', '13'], ['Trendon Watford', 25, '16', '9', '7'], ['Andre Drummond', 23, '5', '8', '0'], ['Edwards J.', 10, '2', '0', '1'], ['Broome J.', 5, '4', '2', '1'], ['Sallis H.', 4, '2', '1', '1'], ['Kyle Lowry', 3, '3', '0', '1']]",-4.5
88,02-11-2025 18:00,Charlotte Hornets,126,Utah Jazz,103,"[['James S.', 29, '15', '5', '3'], ['Collin Sexton', 29, '10', '4', '12'], ['Knueppel K.', 35, '24', '6', '5'], ['Miles Bridges', 33, '29', '4', '6'], ['Kalkbrenner R.', 22, '2', '4', '0'], ['Moussa Diabate', 22, '17', '12', '0'], ['Tre Mann', 22, '13', '4', '0'], ['Simpson K.', 17, '7', '4', '4'], ['Connaughton P.', 14, '6', '1', '0'], ['McNeeley L.', 9, '3', '1', '1'], ['Mason Plumlee', 4, '0', '1', '0'], ['Salaun T.', 3, '0', '0', '0']]","[['Keyonte George', 33, '25', '2', '7'], ['Svi Mykhailiuk', 29, '3', '2', '2'], ['Markkanen L.', 33, '29', '7', '3'], ['Taylor Hendricks', 25, '14', '7', '1'], ['Nurkic J.', 22, '3', '9', '2'], ['Clayton W.', 19, '4', '2', '2'], ['Bailey A.', 19, '6', '0', '1'], ['Filipowski K.', 16, '4', '1', '2'], ['Love K.', 14, '3', '5', '5'], ['Anderson K.', 12, '5', '0', '2'], ['Williams C.', 9, '0', '2', '0'], ['Brice Sensabaugh', 9, '7', '1', '0']]",-1.5
89,02-11-2025 18:00,Cleveland Cavaliers,117,Atlanta Hawks,109,"[['D.Mitchell', 36, '37', '2', '5'], ['Tyson J.', 25, '18', '3', '2'], ['Hunter D.', 31, '19', '7', '3'], ['Larry Nance Jr', 25, '2', '4', '4'], ['E.Mobley', 35, '14', '8', '5'], ['Lonzo Ball', 27, '8', '6', '3'], ['D.Wade', 25, '11', '6', '3'], ['Porter C.', 21, '4', '7', '3'], ['Proctor T.', 11, '4', '0', '2'], ['Bryant T.', 5, '0', '1', '0']]","[['Dyson Daniels', 36, '18', '4', '3'], ['Alexander-Walker N.', 34, '16', '3', '5'], ['Johnson J.', 35, '23', '13', '5'], ['Risacher Z.', 24, '8', '2', '5'], ['Porzingis K.', 28, '15', '12', '5'], ['L.Kennard', 32, '15', '2', '2'], ['Onyeka Okongwu', 26, '7', '5', '2'], ['Krejci V.', 17, '3', '2', '1'], ['Mouhamed Gueye', 8, '4', '3', '0']]",6.5
90,02-11-2025 18:00,Toronto Raptors,117,Memphis Grizzlies,104,"[['RJ Barrett', 36, '27', '6', '6'], ['Immanuel Quickley', 32, '9', '4', '3'], ['Brandon Ingram', 33, '26', '7', '4'], ['Scottie Barnes', 32, '19', '12', '8'], ['Murray-Boyles C.', 31, '15', '9', '5'], ['Gradey Dick', 20, '8', '4', '0'], ['Shead J.', 16, '9', '0', '5'], ['Ochai Agbaji', 16, '4', '2', '0'], ['Walter J.', 11, '0', '2', '0'], ['Mamukelashvili S.', 11, '0', '3', '1'], ['Battle J.', 2, '0', '0', '0']]","[['Spencer C.', 26, '4', '4', '4'], ['Wells J.', 26, '7', '5', '2'], ['Jackson J.', 32, '20', '9', '3'], ['Caldwell-Pope K.', 27, '12', '0', '2'], ['Landale J.', 23, '14', '6', '2'], ['Coward C.', 29, '12', '5', '5'], ['Aldama S.', 28, '15', '4', '2'], ['Williams V.', 21, '14', '3', '3'], ['Olivier-Maxence Prosper', 12, '6', '2', '0'], ['Small J.', 8, '0', '1', '1'], ['Konchar J.', 6, '0', '2', '0']]",4.5
91,02-11-2025 19:00,New York Knicks,128,Chicago Bulls,116,"[['Bridges M.', 35, '10', '5', '9'], ['Brunson J.', 32, '31', '5', '3'], ['Towns K.', 36, '20', '15', '5'], ['Anunoby OG.', 35, '21', '2', '4'], ['Robinson', 13, '0', '5', '1'], ['Hart J.', 26, '14', '9', '3'], ['M.McBride', 23, '8', '4', '3'], ['L.Shamet', 18, '9', '1', '1'], ['Jordan Clarkson', 18, '15', '0', '2'], ['Yabusele G.', 2, '0', '1', '0'], ['Kolek T.', 1, '0', '0', '0'], ['Diawara M.', 1, '0', '0', '0'], ['Dadiet P.', 1, '0', '0', '0']]","[['Josh Giddey', 38, '23', '12', '12'], ['Tre Jones', 34, '15', '2', '5'], ['Buzelis M.', 31, '14', '7', '0'], ['I.Okoro', 22, '14', '1', '0'], ['Vucevic N.', 32, '17', '14', '4'], ['Patrick Williams', 26, '11', '2', '3'], ['Kevin Huerter', 21, '7', '3', '2'], ['Jalen Smith', 16, '12', '5', '0'], ['Jevon Carter', 12, '0', '0', '2'], ['Julian Phillips', 6, '0', '0', '0'], ['Dalen Terry', 1, '3', '0', '0']]",7.5
92,02-11-2025 20:00,Phoenix Suns,130,San Antonio Spurs,118,"[['Devin Booker', 35, '28', '2', '13'], ['Grayson Allen', 34, '17', '3', '3'], [""Royce O'Neale"", 30, '11', '6', '4'], ['Dunn R.', 27, '17', '5', '1'], ['Mark Williams', 25, '7', '7', '2'], ['Collin Gillespie', 22, '15', '2', '4'], ['J.Goodwin', 20, '11', '3', '2'], ['Ighodaro O.', 14, '4', '5', '2'], ['Nick Richards', 11, '10', '3', '2'], ['Hayes N.', 9, '0', '1', '0'], ['Brea K.', 4, '4', '0', '1'], ['Fleming R.', 4, '2', '2', '0'], ['Maluach K.', 4, '4', '0', '0']]","[['Stephon Castle', 34, '26', '7', '5'], ['Devin Vassell', 32, '4', '3', '2'], ['Julian Champagnie', 29, '9', '5', '1'], ['Harrison Barnes', 27, '13', '4', '2'], ['Victor Wembanyama', 34, '9', '9', '2'], ['Keldon Johnson', 24, '19', '3', '2'], ['Jordan McLaughlin', 19, '3', '2', '4'], ['Harper D.', 11, '12', '1', '0'], ['Bryant C.', 10, '10', '1', '0'], ['Bismack Biyombo', 6, '0', '1', '1'], ['Jones D.', 5, '2', '2', '2'], ['Minix R.', 5, '9', '1', '0'], ['Ingram H.', 5, '2', '2', '0']]",-5.5
93,02-11-2025 21:30,Los Angeles Lakers,130,Miami Heat,120,"[['Reaves A.', 38, '26', '4', '11'], ['Doncic L.', 38, '29', '11', '10'], ['Hachimura R.', 31, '15', '6', '2'], ['Marcus Smart', 27, '11', '3', '4'], ['Hayes J.', 32, '15', '5', '1'], ['Jake LaRavia', 35, '25', '8', '3'], ['James Jr. B.', 18, '2', '0', '2'], ['Knecht D.', 12, '3', '0', '0'], ['J.Vanderbilt', 10, '4', '4', '0']]","[['Mitchell D.', 32, '8', '0', '8'], ['Larsson P.', 26, '17', '5', '6'], ['Wiggins A.', 37, '15', '9', '1'], ['Adebayo B.', 36, '17', '8', '5'], ['Ware K.', 12, '7', '4', '0'], ['Jaquez Jr. J.', 35, '31', '8', '4'], ['Jovic N.', 28, '9', '3', '2'], ['Fontecchio S.', 19, '9', '4', '0'], ['Smith D.', 16, '7', '1', '3']]",4.5
94,03-11-2025 19:00,Brooklyn Nets,109,Minnesota Timberwolves,125,"[['Cameron Thomas', 35, '25', '2', '3'], ['Tyrese Martin', 22, '12', '3', '2'], ['Noah Clowney', 32, '15', '6', '1'], ['Terance Mann', 28, '7', '4', '5'], ['Nicolas Claxton', 30, '19', '8', '7'], ['Ziaire Williams', 23, '14', '2', '0'], ['Demin E.', 21, '2', '2', '4'], [""Day'Ron Sharpe"", 20, '3', '7', '0'], ['Jalen Wilson', 16, '7', '1', '1'], ['Wolf D.', 4, '0', '1', '2'], ['Traore N.', 4, '0', '0', '0'], ['Saraf B.', 4, '5', '1', '0'], ['Liddell E.', 4, '0', '3', '0']]","[['DiVincenzo', 30, '25', '9', '5'], ['Conley M.', 24, '9', '3', '7'], ['Randle', 34, '19', '11', '10'], ['McDaniels J.', 29, '22', '3', '3'], ['Gobert R.', 34, '15', '12', '1'], ['Reid N.', 24, '21', '3', '2'], ['Dillingham R.', 20, '7', '3', '1'], ['Clark J.', 20, '2', '5', '2'], ['Shannon Jr. T.', 13, '3', '1', '1'], ['Hyland B.', 5, '0', '1', '1'], ['Beringer', 3, '0', '1', '0'], ['Miller L.', 3, '2', '1', '0']]",-10.5
95,03-11-2025 19:00,Indiana Pacers,115,Milwaukee Bucks,117,"[['Walker J.', 38, '18', '8', '5'], ['Jackson Q.', 20, '7', '2', '4'], ['Siakam P.', 38, '32', '5', '8'], ['Nesmith A.', 34, '17', '7', '1'], ['Jackson I.', 29, '21', '10', '1'], ['Sheppard B.', 20, '5', '1', '2'], ['Huff J.', 14, '0', '3', '2'], ['Furphy J.', 13, '3', '3', '0'], ['Peter T.', 11, '3', '1', '1'], ['Dennis R.', 8, '3', '1', '0'], ['Jeremiah Robinson-Earl', 7, '2', '1', '0'], ['Bradley', 7, '4', '3', '0'], ['Mac McClung', 2, '0', '0', '0']]","[['Green A.', 29, '13', '1', '3'], ['Rollins R.', 28, '10', '5', '7'], ['Trent G.', 34, '11', '2', '2'], ['Antetokounmpo G.', 32, '33', '13', '5'], ['Turner M.', 32, '9', '7', '1'], ['Anthony C.', 23, '11', '4', '4'], ['Prince T.', 21, '6', '3', '0'], ['Kuzma K.', 16, '15', '5', '0'], ['Portis B.', 16, '8', '2', '1'], ['Sims', 5, '1', '1', '0'], ['Coffey A.', 4, '0', '0', '1']]",-5.5
96,03-11-2025 19:30,Boston Celtics,103,Utah Jazz,105,"[['Pritchard P.', 35, '18', '5', '3'], ['White D.', 33, '10', '5', '6'], ['Brown J.', 38, '36', '2', '4'], ['Minott J.', 15, '2', '6', '2'], ['Queta N.', 26, '9', '8', '1'], ['Hauser S.', 28, '4', '2', '1'], ['Anfernee Simons', 26, '15', '1', '2'], ['Garza L.', 11, '2', '2', '1'], ['Gonzalez H.', 8, '2', '1', '0'], ['Scheierman B.', 7, '0', '1', '0'], ['Chris Boucher', 7, '5', '1', '0'], ['Tillman X.', 6, '0', '2', '1']]","[['Keyonte George', 38, '31', '5', '4'], ['Svi Mykhailiuk', 29, '9', '6', '1'], ['Markkanen L.', 37, '20', '9', '2'], ['Taylor Hendricks', 14, '2', '3', '1'], ['Nurkic J.', 31, '11', '11', '4'], ['Harkless E.', 21, '3', '1', '2'], ['Filipowski K.', 19, '13', '8', '0'], ['Bailey A.', 18, '4', '2', '0'], ['Love K.', 17, '5', '7', '3'], ['Clayton W.', 16, '7', '3', '6']]",10.5
97,03-11-2025 19:30,New York Knicks,119,Washington Wizards,102,"[['Brunson J.', 32, '16', '1', '9'], ['L.Shamet', 25, '11', '5', '0'], ['Anunoby OG.', 32, '16', '6', '2'], ['Bridges M.', 29, '10', '2', '4'], ['Towns K.', 30, '33', '13', '5'], ['Hart J.', 26, '12', '10', '5'], ['Jordan Clarkson', 21, '15', '1', '2'], ['M.McBride', 14, '3', '3', '3'], ['Yabusele G.', 14, '1', '3', '0'], ['Kolek T.', 4, '2', '0', '0'], ['Hukporti A.', 4, '0', '4', '1'], ['Diawara M.', 4, '0', '0', '1'], ['Dadiet P.', 4, '0', '1', '0']]","[['Coulibaly B.', 28, '15', '7', '2'], ['C.J. McCollum', 22, '5', '1', '2'], ['George K.', 30, '15', '5', '2'], ['Justin Champagnie', 17, '4', '1', '1'], ['Sarr A.', 29, '19', '8', '7'], ['Carrington C.', 25, '0', '4', '7'], ['Johnson T.', 21, '10', '4', '1'], ['Corey Kispert', 15, '15', '0', '4'], ['Bagley M.', 14, '6', '7', '0'], ['Whitmore C.', 11, '2', '1', '0'], ['Riley W.', 10, '0', '2', '2'], ['Johnson A.', 4, '0', '0', '0'], ['Malaki Branham', 4, '5', '1', '0'], ['Vukcevic T.', 4, '4', '0', '2'], ['Anthony Gill', 4, '2', '3', '0']]",12.5
98,03-11-2025 20:00,Houston Rockets,110,Dallas Mavericks,102,"[['Thompson A.', 39, '27', '5', '4'], ['Okogie J.', 25, '2', '3', '1'], ['Kevin Durant', 38, '21', '6', '5'], ['Eason T.', 30, '15', '4', '2'], ['Sengun A.', 40, '26', '11', '6'], ['S.Adams', 23, '4', '9', '1'], ['Sheppard R.', 17, '5', '5', '3'], ['Clint Capela', 11, '4', '8', '0'], ['Holiday A.', 10, '6', '1', '1'], ['Tate J.', 8, '0', '2', '0']]","[['Flagg C.', 34, '12', '5', '2'], ['Max Christie', 33, '17', '4', '6'], ['Paul Washington Jr.', 36, '29', '12', '3'], ['Klay Thompson', 18, '5', '3', '3'], ['Daniel Gafford', 25, '14', '4', '1'], [""D'Angelo Russell"", 29, '10', '4', '12'], ['Naji Marshall', 22, '9', '2', '2'], ['Cisse M.', 14, '4', '2', '0'], ['Dwight Powell', 9, '0', '0', '0'], ['Jaden Hardy', 8, '0', '1', '1'], ['Brandon Williams', 8, '2', '2', '0'], ['Caleb Martin', 5, '0', '1', '0']]",12.5
99,03-11-2025 20:00,Memphis Grizzlies,106,Detroit Pistons,114,"[['Ja Morant', 35, '18', '5', '10'], ['Wells J.', 21, '4', '6', '3'], ['Jackson J.', 31, '21', '4', '1'], ['Caldwell-Pope K.', 25, '2', '4', '1'], ['Landale J.', 30, '13', '5', '1'], ['Coward C.', 31, '17', '6', '2'], ['Aldama S.', 23, '11', '5', '1'], ['Spencer C.', 15, '13', '2', '3'], ['Williams V.', 15, '4', '2', '2'], ['Bassey C.', 15, '3', '10', '1']]","[['Robinson D.', 40, '11', '4', '1'], ['Cunningham C.', 39, '33', '5', '8'], ['Stewart I.', 34, '26', '14', '4'], ['Thompson A.', 27, '9', '4', '1'], ['Duren J.', 34, '14', '9', '3'], ['Green', 21, '3', '3', '1'], ['Holland R.', 20, '14', '2', '3'], ['Caris LeVert', 20, '4', '1', '2'], ['Reed P.', 5, '0', '1', '0']]",-4.5
100,03-11-2025 21:00,Denver Nuggets,130,Sacramento Kings,124,"[['Murray J.', 32, '15', '7', '7'], ['Braun C.', 31, '21', '4', '3'], ['Cameron Johnson', 30, '10', '3', '2'], ['Gordon A.', 30, '20', '7', '1'], ['Jokic N.', 36, '34', '7', '14'], ['Hardaway T.', 23, '5', '2', '2'], ['Bruce Brown', 22, '13', '6', '3'], ['Watson P.', 16, '0', '1', '1'], ['Valanciunas J.', 12, '8', '3', '0'], ['Strawther J. L.', 7, '4', '0', '0']]","[['Westbrook R.', 37, '26', '12', '6'], ['Schroder D.', 35, '18', '4', '9'], ['Zach LaVine', 37, '15', '5', '4'], ['DeMar DeRozan', 36, '19', '3', '0'], ['Domantas Sabonis', 37, '13', '17', '5'], ['Keon Ellis', 25, '15', '3', '0'], ['N. Clifford', 19, '8', '1', '3'], ['D.Eubanks', 11, '10', '2', '0'], ['Carter D.', 3, '0', '0', '0']]",11.5
101,03-11-2025 22:00,Portland Trail Blazers,115,Los Angeles Lakers,123,"[['Jrue Holiday', 36, '8', '3', '6'], ['Shaedon Sharpe', 28, '23', '7', '2'], ['Deni Avdija', 36, '33', '6', '2'], ['Toumani Camara', 34, '14', '7', '2'], ['Donovan Clingan', 18, '2', '4', '0'], ['Jerami Grant', 31, '18', '3', '4'], ['Kris Murray', 23, '6', '0', '2'], ['Robert Williams III', 15, '6', '3', '2'], ['Sidy Cissoko', 14, '5', '2', '2'], ['Love C.', 7, '0', '3', '1']]","[['Jake LaRavia', 36, '11', '5', '6'], ['Marcus Smart', 32, '9', '2', '5'], ['Hachimura R.', 38, '28', '4', '1'], ['Knecht D.', 23, '8', '4', '1'], ['Deandre Ayton', 31, '29', '10', '2'], ['Nick Smith Jr.', 27, '25', '1', '6'], ['J.Vanderbilt', 21, '4', '4', '2'], ['James Jr. B.', 19, '5', '1', '6'], ['Hayes J.', 13, '4', '3', '0']]",9.5
102,03-11-2025 22:30,Los Angeles Clippers,119,Miami Heat,120,"[['Harden', 39, '29', '7', '8'], ['Bradley Beal', 20, '12', '1', '2'], ['Leonard K.', 37, '27', '4', '4'], ['Jones D.', 27, '12', '3', '0'], ['Zubac I.', 33, '9', '18', '3'], ['John Collins', 25, '12', '3', '0'], ['Dunn K.', 23, '10', '3', '4'], ['Lopez B.', 15, '5', '1', '0'], ['Chris Paul', 14, '3', '4', '4'], ['Batum N.', 7, '0', '0', '0']]","[['Mitchell D.', 34, '8', '5', '9'], ['Powell N.', 28, '21', '2', '2'], ['Wiggins A.', 32, '17', '2', '2'], ['Larsson P.', 24, '7', '1', '3'], ['Adebayo B.', 30, '25', '10', '4'], ['Jaquez Jr. J.', 26, '6', '6', '5'], ['Ware K.', 18, '16', '5', '0'], ['Jovic N.', 18, '7', '4', '4'], ['Fontecchio S.', 17, '11', '1', '0'], ['Smith D.', 14, '2', '1', '4']]",7.5
103,04-11-2025 19:30,Toronto Raptors,128,Milwaukee Bucks,100,"[['RJ Barrett', 31, '23', '8', '4'], ['Immanuel Quickley', 26, '15', '6', '7'], ['Brandon Ingram', 31, '13', '8', '4'], ['Scottie Barnes', 28, '23', '3', '6'], ['Poeltl J.', 20, '8', '9', '0'], ['Mamukelashvili S.', 23, '15', '7', '1'], ['Gradey Dick', 22, '14', '1', '0'], ['Shead J.', 17, '5', '2', '8'], ['Murray-Boyles C.', 15, '2', '1', '0'], ['Walter J.', 11, '8', '3', '0'], ['Mogbo J.', 7, '0', '2', '2'], ['Battle J.', 5, '2', '0', '1'], ['Ochai Agbaji', 5, '0', '0', '0']]","[['Rollins R.', 28, '11', '0', '5'], ['Green A.', 17, '9', '1', '1'], ['Antetokounmpo G.', 24, '22', '8', '3'], ['Trent G.', 21, '6', '2', '4'], ['Turner M.', 23, '10', '8', '3'], ['Kuzma K.', 27, '18', '3', '0'], ['Anthony C.', 24, '12', '4', '4'], ['Prince T.', 21, '0', '0', '1'], ['Portis B.', 20, '2', '9', '2'], ['Coffey A.', 10, '0', '1', '1'], ['Harris G.', 8, '2', '1', '0'], ['Sims', 7, '0', '3', '0'], ['Jackson A.', 6, '0', '1', '2'], ['Sears M.', 5, '8', '0', '0']]",2.5
104,04-11-2025 20:00,Atlanta Hawks,127,Orlando Magic,112,"[['Dyson Daniels', 35, '18', '6', '6'], ['Alexander-Walker N.', 32, '20', '1', '2'], ['Johnson J.', 33, '17', '6', '5'], ['Risacher Z.', 26, '21', '4', '1'], ['Porzingis K.', 26, '15', '2', '3'], ['Onyeka Okongwu', 27, '14', '7', '3'], ['L.Kennard', 20, '6', '1', '0'], ['Mouhamed Gueye', 18, '5', '3', '0'], ['Keaton Wallace', 11, '4', '3', '2'], ['Krejci V.', 11, '7', '1', '1'], ['Newell A.', 1, '0', '0', '0'], ['Houstan C.', 1, '0', '0', '0']]","[['Bane D.', 23, '9', '3', '2'], ['Suggs J.', 20, '12', '2', '4'], ['Banchero P.', 37, '22', '11', '8'], ['Wagner F.', 34, '18', '5', '2'], ['Carter W.', 30, '11', '5', '1'], ['Black A.', 26, '7', '4', '3'], ['da Silva T.', 25, '20', '4', '2'], ['Bitadze G.', 13, '4', '2', '2'], ['Isaac J.', 9, '2', '3', '0'], ['Tyus Jones', 8, '0', '0', '1'], ['Richardson J.', 7, '0', '0', '1'], ['Howard J.', 6, '3', '0', '0'], ['Penda N.', 2, '4', '2', '0']]",-3.5
