,Date,Home,HomeP,Away,AwayP,HomeD,AwayD
0,21-10-2025 18:30,Oklahoma City Thunder,125,Houston Rockets,124,"[['Shai Gilgeous-Alexander', ""47'"", '35', '5', '5'], ['Cason Wallace', ""42'"", '14', '7', '5'], ['Luguentz Dort', ""45'"", '6', '6', '5'], ['Chet Holmgren', ""39'"", '28', '7', '2'], ['Isaiah Hartenstein', ""37'"", '6', '8', '5'], ['Alex Caruso', ""30'"", '8', '2', '3'], ['Aaron Wiggins', ""21'"", '10', '1', '1'], ['Mitchell A.', ""15'"", '16', '2', '2'], ['Jaylin Williams', ""13'"", '2', '0', '1'], ['Barnhizer B.', ""2'"", '0', '0', '0'], ['Youngblood C.', ""1'"", '0', '0', '0']]","[['Kevin Durant', ""47'"", '23', '9', '3'], ['Thompson A.', ""39'"", '18', '4', '5'], ['Sengun A.', ""49'"", '39', '11', '7'], ['Smith Jr. J.', ""42'"", '16', '5', '0'], ['S.Adams', ""37'"", '4', '13', '3'], ['Sheppard R.', ""28'"", '9', '2', '4'], ['Eason T.', ""22'"", '3', '6', '0'], ['Okogie J.', ""20'"", '8', '2', '1'], ['Clint Capela', ""8'"", '4', '0', '0']]"
1,21-10-2025 21:00,Los Angeles Lakers,109,Golden State Warriors,119,"[['Doncic L.', ""41'"", '43', '12', '9'], ['Vincent G.', ""29'"", '3', '0', '1'], ['Reaves A.', ""36'"", '26', '5', '9'], ['Hachimura R.', ""35'"", '9', '4', '3'], ['Deandre Ayton', ""34'"", '10', '6', '0'], ['Marcus Smart', ""23'"", '9', '0', '0'], ['Jake LaRavia', ""16'"", '5', '3', '0'], ['Hayes J.', ""14'"", '4', '6', '1'], ['J.Vanderbilt', ""12'"", '0', '3', '0']]","[['Podziemski B.', ""33'"", '7', '7', '2'], ['Curry S.', ""32'"", '23', '1', '4'], ['Butler J.', ""35'"", '31', '5', '4'], ['Kuminga J.', ""33'"", '17', '9', '6'], ['Green D.', ""28'"", '8', '7', '9'], ['Hield B.', ""22'"", '17', '1', '0'], ['Horford A.', ""20'"", '5', '5', '1'], ['Richard W.', ""14'"", '5', '1', '1'], ['Payton G.', ""12'"", '6', '2', '1'], ['Q·Post', ""9'"", '0', '2', '1'], ['Santos G.', ""3'"", '0', '0', '0']]"
2,22-10-2025 18:00,New York Knicks,119,Cleveland Cavaliers,111,"[['Brunson J.', ""34'"", '23', '4', '5'], ['Bridges M.', ""33'"", '16', '5', '6'], ['Anunoby OG.', ""38'"", '24', '14', '2'], ['Towns K.', ""31'"", '19', '11', '2'], ['Hukporti A.', ""18'"", '2', '5', '2'], ['M.McBride', ""26'"", '15', '2', '1'], ['Kolek T.', ""14'"", '7', '1', '2'], ['L.Shamet', ""14'"", '9', '2', '1'], ['Jordan Clarkson', ""13'"", '4', '1', '1'], ['Yabusele G.', ""12'"", '0', '1', '0'], ['Jemison T.', ""8'"", '0', '2', '0']]","[['D.Mitchell', ""36'"", '31', '2', '5'], ['S.Merrill', ""28'"", '19', '3', '1'], ['E.Mobley', ""36'"", '22', '8', '3'], ['Tyson J.', ""20'"", '5', '2', '1'], ['Jarrett Allen', ""28'"", '4', '4', '1'], ['D.Wade', ""28'"", '10', '2', '0'], ['Lonzo Ball', ""23'"", '3', '4', '6'], ['Larry Nance Jr', ""17'"", '10', '6', '1'], ['Proctor T.', ""16'"", '5', '1', '2'], ['Porter C.', ""7'"", '2', '0', '1']]"
3,22-10-2025 18:00,Charlotte Hornets,136,Brooklyn Nets,117,"[['LaMelo Ball', ""34'"", '20', '2', '8'], ['Brandon Miller', ""31'"", '25', '0', '7'], ['Miles Bridges', ""31'"", '18', '11', '4'], ['Knueppel K.', ""25'"", '11', '5', '1'], ['Kalkbrenner R.', ""27'"", '10', '11', '1'], ['Moussa Diabate', ""21'"", '13', '9', '0'], ['Tre Mann', ""21'"", '12', '3', '6'], ['James S.', ""17'"", '2', '4', '2'], ['Salaun T.', ""17'"", '10', '4', '1'], ['Collin Sexton', ""17'"", '15', '1', '3']]","[['Cameron Thomas', ""24'"", '15', '1', '2'], ['Saraf B.', ""20'"", '8', '7', '4'], ['Porter M.', ""25'"", '12', '4', '5'], ['Terance Mann', ""19'"", '13', '1', '1'], ['Nicolas Claxton', ""23'"", '17', '4', '2'], ['Tyrese Martin', ""26'"", '5', '3', '5'], ['Demin E.', ""22'"", '14', '5', '2'], ['Noah Clowney', ""20'"", '5', '4', '2'], ['Jalen Wilson', ""15'"", '8', '0', '0'], ['Ziaire Williams', ""15'"", '1', '3', '1'], [""Day'Ron Sharpe"", ""14'"", '14', '4', '0'], ['Traore N.', ""9'"", '3', '0', '1'], ['Powell D.', ""7'"", '2', '2', '0']]"
4,22-10-2025 18:00,Orlando Magic,125,Miami Heat,121,"[['Bane D.', ""33'"", '23', '4', '3'], ['Suggs J.', ""17'"", '14', '4', '2'], ['Wagner F.', ""36'"", '24', '4', '6'], ['Banchero P.', ""35'"", '24', '11', '1'], ['Carter W.', ""30'"", '9', '8', '1'], ['Tyus Jones', ""24'"", '0', '2', '3'], ['Black A.', ""23'"", '7', '3', '3'], ['Bitadze G.', ""19'"", '8', '8', '4'], ['da Silva T.', ""18'"", '16', '1', '0'], ['Isaac J.', ""7'"", '0', '1', '0']]","[['Powell N.', ""36'"", '28', '9', '4'], ['Mitchell D.', ""35'"", '16', '6', '12'], ['Wiggins A.', ""32'"", '18', '4', '1'], ['Jovic N.', ""23'"", '9', '3', '0'], ['Adebayo B.', ""34'"", '15', '12', '2'], ['Jaquez Jr. J.', ""30'"", '13', '6', '1'], ['Fontecchio S.', ""19'"", '13', '2', '1'], ['Ware K.', ""14'"", '7', '4', '0'], ['Smith D.', ""13'"", '2', '1', '5'], ['Larsson P.', ""4'"", '0', '0', '0']]"
5,22-10-2025 18:30,Atlanta Hawks,118,Toronto Raptors,138,"[['Trae Young', ""34'"", '22', '1', '5'], ['Dyson Daniels', ""23'"", '4', '3', '2'], ['Johnson J.', ""35'"", '22', '7', '8'], ['Risacher Z.', ""21'"", '16', '2', '0'], ['Porzingis K.', ""26'"", '20', '7', '2'], ['Onyeka Okongwu', ""30'"", '18', '6', '1'], ['L.Kennard', ""30'"", '6', '4', '3'], ['Alexander-Walker N.', ""28'"", '10', '4', '4'], ['Keaton Wallace', ""9'"", '0', '0', '0'], ['Mouhamed Gueye', ""5'"", '0', '0', '0']]","[['RJ Barrett', ""30'"", '25', '8', '5'], ['Immanuel Quickley', ""29'"", '13', '4', '8'], ['Scottie Barnes', ""32'"", '22', '6', '9'], ['Brandon Ingram', ""27'"", '16', '9', '3'], ['Poeltl J.', ""22'"", '14', '6', '2'], ['Gradey Dick', ""24'"", '21', '5', '0'], ['Ochai Agbaji', ""20'"", '4', '3', '1'], ['Shead J.', ""19'"", '10', '2', '5'], ['Mamukelashvili S.', ""17'"", '7', '4', '3'], ['Mogbo J.', ""11'"", '4', '4', '0'], ['Battle J.', ""9'"", '2', '3', '0']]"
6,22-10-2025 18:30,Boston Celtics,116,Philadelphia 76ers,117,"[['Pritchard P.', ""37'"", '16', '5', '2'], ['White D.', ""35'"", '25', '3', '4'], ['Brown J.', ""36'"", '25', '6', '4'], ['Hauser S.', ""22'"", '8', '2', '1'], ['Queta N.', ""25'"", '17', '8', '0'], ['Anfernee Simons', ""32'"", '13', '4', '1'], ['Tillman X.', ""16'"", '4', '7', '1'], ['Chris Boucher', ""16'"", '6', '4', '1'], ['Minott J.', ""14'"", '2', '2', '2'], ['Garza L.', ""6'"", '0', '1', '0']]","[['VJ Edgecombe', ""42'"", '34', '7', '3'], ['Tyrese Maxey', ""41'"", '40', '2', '6'], ['Barlow D.', ""34'"", '13', '8', '5'], ['Kelly Oubre Jr', ""34'"", '10', '4', '1'], ['Joel Embiid', ""20'"", '4', '6', '2'], ['Quentin Grimes', ""32'"", '10', '5', '5'], ['Jabari Walker', ""19'"", '6', '4', '0'], ['Bona Adem', ""15'"", '0', '3', '1'], ['Andre Drummond', ""3'"", '0', '1', '0'], ['Edwards J.', ""1'"", '0', '0', '0']]"
7,22-10-2025 19:00,Chicago Bulls,115,Detroit Pistons,111,"[['Tre Jones', ""32'"", '12', '1', '8'], ['Josh Giddey', ""29'"", '19', '5', '11'], ['Buzelis M.', ""34'"", '21', '6', '1'], ['I.Okoro', ""23'"", '0', '5', '4'], ['Vucevic N.', ""33'"", '28', '14', '2'], ['Ayo Dosunmu', ""27'"", '14', '5', '2'], ['Kevin Huerter', ""27'"", '15', '5', '0'], ['Patrick Williams', ""17'"", '4', '4', '0'], ['Jalen Smith', ""14'"", '2', '5', '1'], ['Dalen Terry', ""6'"", '0', '0', '0']]","[['Cunningham C.', ""34'"", '23', '7', '10'], ['Robinson D.', ""32'"", '2', '0', '0'], ['Harris T.', ""34'"", '10', '9', '4'], ['Thompson A.', ""33'"", '11', '9', '7'], ['Duren J.', ""20'"", '15', '6', '1'], ['Holland R.', ""27'"", '19', '4', '3'], ['Stewart I.', ""25'"", '20', '10', '2'], ['Caris LeVert', ""21'"", '8', '1', '2'], ['Green', ""10'"", '0', '0', '0'], ['Reed P.', ""3'"", '3', '0', '0']]"
8,22-10-2025 19:00,Memphis Grizzlies,128,New Orleans Pelicans,122,"[['Ja Morant', ""29'"", '35', '3', '3'], ['Wells J.', ""28'"", '14', '3', '4'], ['Caldwell-Pope K.', ""31'"", '15', '4', '3'], ['Jackson J.', ""27'"", '18', '8', '1'], ['Landale J.', ""25'"", '10', '4', '0'], ['Aldama S.', ""24'"", '5', '6', '2'], ['Coward C.', ""22'"", '14', '3', '1'], ['Small J.', ""19'"", '0', '0', '3'], ['Olivier-Maxence Prosper', ""15'"", '10', '5', '0'], ['Spencer C.', ""12'"", '7', '0', '2'], ['Konchar J.', ""8'"", '0', '3', '1']]","[['Jones H.', ""36'"", '17', '9', '3'], ['Poole J.', ""31'"", '17', '0', '2'], ['Williamson Z.', ""33'"", '27', '9', '5'], ['Murphy T.', ""32'"", '13', '7', '3'], ['Missi Y.', ""23'"", '5', '7', '1'], ['Bey S.', ""30'"", '13', '6', '3'], ['Fears J.', ""18'"", '17', '0', '2'], ['Hawkins J.', ""17'"", '8', '4', '1'], ['Queen D.', ""15'"", '3', '5', '0'], ['Dickinson H.', ""5'"", '2', '0', '0']]"
9,22-10-2025 19:00,Milwaukee Bucks,133,Washington Wizards,120,"[['Green A.', ""27'"", '11', '3', '1'], ['Porter Jr.', ""9'"", '10', '0', '2'], ['Antetokounmpo G.', ""27'"", '37', '14', '5'], ['Trent G.', ""24'"", '17', '4', '2'], ['Turner M.', ""29'"", '11', '8', '5'], ['Rollins R.', ""29'"", '9', '4', '3'], ['Kuzma K.', ""23'"", '12', '4', '3'], ['Prince T.', ""22'"", '11', '1', '2'], ['Portis B.', ""17'"", '2', '6', '1'], ['Coffey A.', ""13'"", '2', '0', '2'], ['Anthony C.', ""12'"", '9', '2', '5'], ['Jackson A.', ""2'"", '0', '0', '0'], ['Sims', ""2'"", '2', '0', '0'], ['Antetokounmpo T.', ""2'"", '0', '0', '0'], ['Harris G.', ""2'"", '0', '0', '0']]","[['Carrington C.', ""29'"", '11', '5', '2'], ['C.J. McCollum', ""29'"", '9', '6', '3'], ['George K.', ""32'"", '21', '9', '4'], ['Khris Middleton', ""29'"", '23', '6', '3'], ['Sarr A.', ""26'"", '10', '11', '3'], ['Johnson T.', ""26'"", '16', '5', '2'], ['Whitmore C.', ""19'"", '14', '5', '1'], ['Corey Kispert', ""18'"", '11', '1', '1'], ['Bagley M.', ""15'"", '1', '3', '1'], ['Justin Champagnie', ""6'"", '0', '3', '1'], ['Riley W.', ""4'"", '2', '1', '1'], ['Johnson A.', ""2'"", '0', '1', '1'], ['Vukcevic T.', ""2'"", '0', '0', '0'], ['Cooper S.', ""2'"", '0', '0', '0'], ['Anthony Gill', ""2'"", '2', '0', '0']]"
10,22-10-2025 20:00,Utah Jazz,129,Los Angeles Clippers,108,"[['Keyonte George', ""30'"", '16', '2', '9'], ['Svi Mykhailiuk', ""24'"", '9', '1', '3'], ['Markkanen L.', ""33'"", '20', '6', '5'], ['Filipowski K.', ""25'"", '9', '4', '5'], ['Walker Kessler', ""29'"", '22', '9', '4'], ['Brice Sensabaugh', ""23'"", '20', '4', '2'], ['Bailey A.', ""20'"", '2', '4', '2'], ['Taylor Hendricks', ""19'"", '13', '6', '0'], ['Clayton W.', ""18'"", '10', '6', '5'], ['Nurkic J.', ""17'"", '8', '4', '3'], ['Williams C.', ""2'"", '0', '0', '0']]","[['Harden', ""29'"", '15', '2', '11'], ['Bradley Beal', ""20'"", '5', '1', '0'], ['Leonard K.', ""29'"", '10', '4', '2'], ['Jones D.', ""18'"", '12', '1', '1'], ['Zubac I.', ""27'"", '19', '7', '3'], ['John Collins', ""28'"", '14', '7', '1'], ['Dunn K.', ""22'"", '0', '5', '1'], ['Lopez B.', ""17'"", '15', '3', '0'], ['Batum N.', ""15'"", '3', '2', '1'], ['Chris Paul', ""15'"", '4', '1', '4'], ['Christie C.', ""8'"", '5', '2', '1'], ['Sanders K.', ""4'"", '0', '1', '1'], ['Niederhauser Y.', ""4'"", '4', '1', '0'], ['Brown K.', ""4'"", '2', '1', '2']]"
11,22-10-2025 20:30,Dallas Mavericks,92,San Antonio Spurs,125,"[['Flagg C.', ""32'"", '10', '10', '0'], ['Klay Thompson', ""22'"", '10', '2', '1'], ['Anthony Davis', ""32'"", '22', '13', '1'], ['Paul Washington Jr.', ""29'"", '17', '5', '1'], ['Dereck Lively II', ""10'"", '4', '2', '3'], ['Max Christie', ""26'"", '9', '0', '1'], ['Naji Marshall', ""23'"", '3', '1', '1'], ['Nembhard R.', ""16'"", '8', '0', '5'], [""D'Angelo Russell"", ""15'"", '6', '2', '3'], ['Brandon Williams', ""12'"", '0', '0', '2'], ['Dwight Powell', ""8'"", '0', '0', '1'], ['Jaden Hardy', ""7'"", '3', '1', '0'], ['Cisse M.', ""4'"", '0', '0', '0'], ['Caleb Martin', ""4'"", '0', '1', '1']]","[['Devin Vassell', ""31'"", '13', '3', '4'], ['Stephon Castle', ""29'"", '22', '7', '6'], ['Harrison Barnes', ""30'"", '7', '2', '1'], ['Julian Champagnie', ""25'"", '5', '4', '2'], ['Victor Wembanyama', ""30'"", '40', '15', '1'], ['Keldon Johnson', ""25'"", '11', '5', '2'], ['Harper D.', ""23'"", '15', '4', '2'], ['Kornet L.', ""16'"", '2', '4', '3'], ['Bryant C.', ""9'"", '0', '2', '0'], ['Jordan McLaughlin', ""8'"", '2', '0', '1'], ['Bismack Biyombo', ""5'"", '0', '1', '0'], ['Jones D.', ""4'"", '5', '1', '2'], ['Ingram H.', ""4'"", '3', '1', '0'], ['Minix R.', ""2'"", '0', '1', '0']]"
12,22-10-2025 21:00,Phoenix Suns,120,Sacramento Kings,116,"[['Grayson Allen', ""36'"", '18', '5', '7'], ['Devin Booker', ""36'"", '31', '5', '3'], ['Brooks D.', ""34'"", '22', '4', '3'], ['Dunn R.', ""25'"", '9', '10', '3'], ['Ighodaro O.', ""19'"", '7', '4', '1'], [""Royce O'Neale"", ""29'"", '12', '5', '2'], ['Mark Williams', ""24'"", '6', '11', '0'], ['Collin Gillespie', ""22'"", '7', '2', '4'], ['Hayes N.', ""10'"", '0', '2', '0'], ['Nick Richards', ""5'"", '8', '3', '0']]","[['Zach LaVine', ""35'"", '30', '2', '1'], ['Schroder D.', ""30'"", '14', '1', '7'], ['DeMar DeRozan', ""37'"", '29', '6', '9'], ['N. Clifford', ""24'"", '2', '8', '2'], ['D.Eubanks', ""22'"", '4', '4', '0'], ['Malik Monk', ""27'"", '19', '1', '2'], ['Westbrook R.', ""19'"", '6', '6', '1'], ['Cardwell D.', ""15'"", '3', '1', '0'], ['Keon Ellis', ""13'"", '9', '1', '0'], ['Raynaud M.', ""11'"", '0', '4', '2'], ['Saric D.', ""7'"", '0', '3', '0']]"
13,22-10-2025 21:00,Portland Trail Blazers,114,Minnesota Timberwolves,118,"[['Jrue Holiday', ""33'"", '14', '6', '7'], ['Shaedon Sharpe', ""29'"", '15', '2', '4'], ['Toumani Camara', ""35'"", '10', '9', '5'], ['Deni Avdija', ""33'"", '20', '7', '1'], ['Donovan Clingan', ""30'"", '8', '6', '1'], ['Jerami Grant', ""28'"", '29', '3', '1'], ['Kris Murray', ""19'"", '7', '0', '0'], ['Blake Wesley', ""15'"", '7', '3', '4'], ['Matisse Thybulle', ""14'"", '2', '2', '2'], ['Yang Hansen', ""5'"", '2', '1', '0']]","[['Edwards A.', ""39'"", '41', '7', '1'], ['DiVincenzo', ""20'"", '7', '4', '2'], ['Randle', ""37'"", '19', '7', '6'], ['McDaniels J.', ""29'"", '18', '5', '2'], ['Gobert R.', ""32'"", '10', '6', '0'], ['Shannon Jr. T.', ""25'"", '10', '5', '5'], ['Reid N.', ""20'"", '6', '3', '1'], ['Clark J.', ""16'"", '2', '4', '3'], ['Conley M.', ""13'"", '3', '2', '0'], ['Hyland B.', ""8'"", '2', '2', '1']]"
14,23-10-2025 18:30,Indiana Pacers,135,Oklahoma City Thunder,141,"[['Mathurin B.', ""45'"", '36', '11', '1'], ['Nembhard A.', ""17'"", '4', '1', '4'], ['Siakam P.', ""44'"", '32', '15', '4'], ['Nesmith A.', ""27'"", '5', '7', '0'], ['Jackson I.', ""8'"", '0', '1', '0'], ['Toppin O.', ""40'"", '20', '5', '3'], ['Sheppard B.', ""39'"", '15', '8', '4'], ['Walker J.', ""30'"", '13', '4', '4'], ['Peter T.', ""17'"", '3', '0', '1'], ['Huff J.', ""12'"", '5', '3', '0'], ['Bradley', ""10'"", '2', '0', '0'], ['Furphy J.', ""1'"", '0', '0', '0']]","[['Shai Gilgeous-Alexander', ""45'"", '55', '8', '5'], ['Luguentz Dort', ""43'"", '7', '8', '2'], ['Chet Holmgren', ""39'"", '15', '12', '2'], ['Aaron Wiggins', ""36'"", '23', '9', '0'], ['Isaiah Hartenstein', ""37'"", '5', '14', '2'], ['Mitchell A.', ""38'"", '26', '3', '4'], ['Jaylin Williams', ""15'"", '5', '2', '2'], ['Ousmane Dieng', ""15'"", '0', '1', '0'], ['Barnhizer B.', ""14'"", '2', '3', '0'], ['Youngblood C.', ""6'"", '3', '0', '0'], ['Carlson B.', ""1'"", '0', '0', '0']]"
15,23-10-2025 21:00,Golden State Warriors,137,Denver Nuggets,131,"[['Curry S.', ""37'"", '42', '6', '7'], ['Podziemski B.', ""34'"", '11', '3', '1'], ['Butler J.', ""39'"", '21', '5', '6'], ['Kuminga J.', ""36'"", '14', '5', '3'], ['Green D.', ""34'"", '13', '8', '8'], ['Horford A.', ""29'"", '13', '3', '2'], ['Hield B.', ""23'"", '11', '2', '2'], ['Richard W.', ""17'"", '6', '5', '3'], ['Payton G.', ""12'"", '6', '6', '1'], ['Q·Post', ""4'"", '0', '0', '0']]","[['Murray J.', ""40'"", '25', '3', '10'], ['Braun C.', ""38'"", '6', '4', '2'], ['Gordon A.', ""39'"", '50', '8', '2'], ['Cameron Johnson', ""32'"", '5', '3', '2'], ['Jokic N.', ""41'"", '21', '13', '10'], ['Hardaway T.', ""22'"", '10', '2', '0'], ['Bruce Brown', ""19'"", '4', '5', '3'], ['Watson P.', ""16'"", '2', '2', '1'], ['Valanciunas J.', ""12'"", '8', '3', '2'], ['Jones S.', ""6'"", '0', '0', '0']]"
16,24-10-2025 17:30,Toronto Raptors,116,Milwaukee Bucks,122,"[['Immanuel Quickley', ""37'"", '19', '7', '8'], ['RJ Barrett', ""33'"", '20', '6', '2'], ['Brandon Ingram', ""37'"", '29', '6', '3'], ['Scottie Barnes', ""36'"", '17', '5', '3'], ['Poeltl J.', ""27'"", '6', '5', '2'], ['Gradey Dick', ""18'"", '5', '4', '1'], ['Mamukelashvili S.', ""16'"", '4', '3', '1'], ['Shead J.', ""12'"", '4', '0', '4'], ['Ochai Agbaji', ""12'"", '3', '1', '1'], ['Battle J.', ""11'"", '9', '2', '0'], ['Mogbo J.', ""4'"", '0', '2', '0']]","[['Rollins R.', ""30'"", '13', '5', '2'], ['Green A.', ""26'"", '9', '1', '0'], ['Antetokounmpo G.', ""38'"", '31', '20', '7'], ['Trent G.', ""29'"", '20', '2', '4'], ['Turner M.', ""28'"", '4', '5', '2'], ['Anthony C.', ""27'"", '23', '4', '7'], ['Prince T.', ""21'"", '3', '3', '3'], ['Portis B.', ""21'"", '11', '8', '0'], ['Kuzma K.', ""18'"", '8', '3', '0'], ['Coffey A.', ""3'"", '0', '0', '0']]"
17,24-10-2025 18:00,Orlando Magic,107,Atlanta Hawks,111,"[['Bane D.', ""33'"", '15', '7', '5'], ['Suggs J.', ""19'"", '11', '3', '4'], ['Banchero P.', ""36'"", '11', '6', '1'], ['Wagner F.', ""35'"", '27', '6', '2'], ['Carter W.', ""31'"", '10', '8', '2'], ['da Silva T.', ""24'"", '15', '6', '3'], ['Black A.', ""21'"", '8', '3', '2'], ['Tyus Jones', ""20'"", '4', '1', '2'], ['Bitadze G.', ""17'"", '3', '5', '0'], ['Howard J.', ""4'"", '3', '0', '0'], ['Isaac J.', ""1'"", '0', '0', '0']]","[['Trae Young', ""34'"", '25', '1', '6'], ['Dyson Daniels', ""32'"", '6', '9', '4'], ['Alexander-Walker N.', ""31'"", '19', '1', '4'], ['Johnson J.', ""26'"", '12', '8', '1'], ['Onyeka Okongwu', ""33'"", '17', '4', '3'], ['Mouhamed Gueye', ""30'"", '13', '8', '3'], ['L.Kennard', ""23'"", '6', '3', '2'], ['Krejci V.', ""14'"", '5', '2', '1'], ['Keaton Wallace', ""11'"", '3', '1', '2'], ['Newell A.', ""4'"", '5', '0', '0'], ['Dante N.', ""4'"", '0', '3', '0']]"
18,24-10-2025 18:30,Brooklyn Nets,124,Cleveland Cavaliers,131,"[['Cameron Thomas', ""35'"", '33', '2', '9'], ['Saraf B.', ""18'"", '2', '0', '1'], ['Porter M.', ""36'"", '31', '8', '3'], ['Terance Mann', ""24'"", '4', '1', '2'], ['Nicolas Claxton', ""31'"", '10', '9', '4'], ['Ziaire Williams', ""27'"", '25', '2', '0'], ['Demin E.', ""25'"", '9', '6', '4'], ['Noah Clowney', ""20'"", '5', '5', '3'], [""Day'Ron Sharpe"", ""14'"", '2', '2', '3'], ['Tyrese Martin', ""9'"", '3', '3', '1']]","[['D.Mitchell', ""35'"", '35', '2', '5'], ['S.Merrill', ""26'"", '22', '1', '5'], ['E.Mobley', ""34'"", '13', '8', '5'], ['Tyson J.', ""23'"", '8', '4', '1'], ['Jarrett Allen', ""30'"", '22', '7', '4'], ['D.Wade', ""27'"", '6', '6', '1'], ['Lonzo Ball', ""23'"", '2', '2', '8'], ['Larry Nance Jr', ""16'"", '9', '3', '1'], ['Porter C.', ""14'"", '14', '2', '2'], ['Proctor T.', ""12'"", '0', '1', '0']]"
19,24-10-2025 18:30,New York Knicks,105,Boston Celtics,95,"[['Brunson J.', ""35'"", '31', '3', '5'], ['M.McBride', ""32'"", '10', '4', '4'], ['Bridges M.', ""36'"", '12', '6', '2'], ['Anunoby OG.', ""29'"", '10', '2', '1'], ['Towns K.', ""33'"", '26', '13', '3'], ['Hart J.', ""19'"", '2', '14', '3'], ['Jordan Clarkson', ""16'"", '6', '3', '0'], ['L.Shamet', ""14'"", '3', '3', '0'], ['Kolek T.', ""13'"", '2', '0', '4'], ['Yabusele G.', ""13'"", '3', '5', '1']]","[['Pritchard P.', ""36'"", '8', '5', '6'], ['White D.', ""33'"", '15', '4', '4'], ['Brown J.', ""35'"", '23', '4', '3'], ['Hauser S.', ""28'"", '18', '3', '0'], ['Queta N.', ""22'"", '8', '7', '1'], ['Anfernee Simons', ""27'"", '10', '1', '4'], ['Gonzalez H.', ""23'"", '6', '4', '1'], ['Chris Boucher', ""15'"", '0', '4', '0'], ['Tillman X.', ""14'"", '7', '3', '0'], ['Scheierman B.', ""4'"", '0', '1', '0'], ['Walsh J.', ""2'"", '0', '0', '0'], ['Williams A.', ""1'"", '0', '1', '0']]"
